Words,W2,W3,W4,W5,W6,W7,W8,W9,W10,W12,W14,W15,W16,W18,W20,W22,W23,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W46,W48,W49,W50,W51,W52,W54,W55,W56,W58,W60,W61,W62,W63,W64,W65,W66,W68,W69,W70,W72,W73,W74,W75,W76,W77,W78,W79,W81,W83,W84,W86,W87,W89,W90,W91,W92,W93,W94,W95,W97,W98,W99,W100,W101,W103,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W117,W119,W123,W125,W24,W59,,
B203_Samaye,ɲama,ebɔ,ihuweke,?,elako,mɔyi,?,ɲɔdi,i-lum-a,tɔku,ehe,ibɛlɛ,i-bɔndʒ-iye,mwana,leŋgutu,i-y-a,?,i-w-a,mbwande,i-nɔt-ɔ,iloyi,i-dʒ-a,itʃɛyi,zɔku,diho,paza,i-tuw-a,madi,isala,leɲala,muɲa,ikoyi,fe,ntayi,i-saŋg-a,nayi,i-kab-a,etaba,hɛndʒɛ,lehuwe,molo,i-yok-a,ikɔlɔ,nnlaka,ndaako,zala,miɲa,i-bom-a,ibɔŋgɔ,mbɛdi,i-yeb-a,ikayi,enama,ihɛtʃɛ,hidʒɛ,ibaka,ŋgɔndɔ,nnumbu,dino,itɔŋgu,tʃiŋgo,epundu,dʒolo,ɔŋkɔ,moto,mbula,pɛyi,ŋŋkaŋga,itʃemba,ihɛyi,i-yɛn-ɛ,i-lom-a,hɔyi,i-taŋg-ana,ŋŋkaʒa,ikolo,ilɔ,ibutuku,tadi,ikɔŋgɔ,i-yib-a,ikɔku,moyi,nntʃela,dʒomu,ha̰to,lelemi,dino,mwele,bɔlɛ,miɲɛ,mboka,i-hep-a,i-land-a,ibadi,nnso,ipɛpɛ,mwaito,inɔkɔ,etʃɛyi,,Mokrani S (2005) Elément nouveaux en vue de la description de la langue Samaye (B25) - Elements de phonologie et de morphologie. Mémoire de Master 2 (Université Lyon 2).
B204_Ndambomo_Li,tʃiitʃi,bɔ,liʃu,biyidʒi,laku,mɔɲi,unɛni,nɔni,u-lum-ɛ,yeʃɛ,yeʃɛ,libɛlɛ,u-dʒitʃ-i,mwanɛ,leŋkutu,u-ʒak-ɛ,u-la,u-w-akɛ,mpwa,u-nɔɔt-ɔ,iwɔlɔ,u-dʒ-ak-e,dʒaaki,nʒɔku,dʒiʃi,boʃɛ,u-kw-ak-ɛ,liwɔ,liʃala,leɲale,weyɛ,leyɛ,ʃɛ,bitan(i),u-lɛʃ-ɛ,binayi,u-kab-ɛ,ntompa,miʃɛyi,ʃuu,molɛ,u-yok-ɛ,ndeme,ndake,ntabu,ʒalɛ,mwele,u-yol-ɛ,libɔ,pa,u-numpw-a,likayi,kolɛ,ʃɛki,ninɛ,?,ŋkontɛ,mwaanɛ,dʒino,litɔli,tʃi,lintɔ,dʒolɛ,iwoto,motɛ,mbula,ʒelɛ,ka,makempɛ,likɛʒɛ,u-ɲɛn-ɛ,u-lɛk-ɛ,ʃɔni,u-tal-ɛ,kontɛ,lobɛ,lɔ,yaliki,ɲɔ,likɔ,?,likɔku,yooʒɛ,kontɛ,dʒomu,bilalɛ,lelemi,liʃoŋɛ,yedʒi,biba,miʒali ,kodʒi,u-low-ɛ,u-lant-ɛ,libadʒi,maŋgu,lipɛɛpɛ,umwadʒi,muʒuʒu,kɛ,,"ALGAB, Collector: Pither Medjo Mve, Université Omar Bongo, Gabon"
B204_Ndambomo_Mbadi,lipupu ,mbɔ,lisuluku,bayi,laki,mɔŋi,obe,linɔnu,u-tɔn-ɔkɔ,tɔku,yesa,libɛlɛ,u-dʒidʒ-iliki,mwanɛ,lèŋgútú,?,u-laŋk-ɔkɔ,?,mbwa,u-nɔt-ɔkɔ,liwola,u-dʒʲ-ak-e,dʒaki,ʒɔku,disi,bosa,u-kw-ak-ɛ,liwɔ,lisala,liɲale,weya,lintoli,sɛ,litani,u-lɛs-ɔkɔ,linaŋi,u-kab-ɔkɔ,tabɛ,misɛyi,lesu,mola,u-yok-ɔkɔ,ndema,ndake,ntabu,zalɛ,mwela,u-yul-ɔkɔ,libɔ,pa,u-numbw-a,likayi,kola,usu,lezidʒi,mundoma,ŋkɔndɛ,ŋwanɛ,dʒinɔ,litɔŋgu,ki,lintɔ,dʒola,iwoto,mota,mbulɛ,zela,ka,makemba,likɛzɛ,u-yɛn-ɔkɔ,?,sɔni,u-kas-ɔkɔ,konda,loba,lɔ,yaliki,ɲɔ,likɔ,u-yib-ɛ,likɔku,yowɛsɛ,kela,dʒomu,lilalɛ,lalemi,disoŋa,yedʒi,limba,mizadi ,kodʒi,?,u-land-ɔkɔ,libadʒi,maŋgu,lipɛɛpɛ,mumwadi,muʒuʒu,leŋga,,"ALGAB, Collector: Pither Medjo Mve, Université Omar Bongo, Gabon"
B204_Ndambomo_Massoukou,tʃitʃi,mbɔ,lisuliki,?,?,mɔŋi,?,nɔni,?,lɛkiyɛ,yeʃɛ,libɛlɛ,u-dʒitʃ-iki,mwanɛ,?,?,u-laŋg-ə,?,mpwa,?,iwolɔ,u-dʒak-ɛ,kiyɛ,ʒɔku,disi,?,u-kw-ak-ɛ,liwɔ,liʃalɛ,?,weyɛ,?,sɛ,(bi)taŋi,u-lɛʃ-ɔkɔ,binaŋi,?,?,miʃɛyi,ʃuu,molɛ,?,ndemɛ,nlaake ndake,ndawu,zalɛ ,mwelɛ,?,imbɔŋguluku,pa,u-ɲimb-ukwa,likayi,ŋkolɛ,wuʃu,ninɛ,moto a mundomi,ŋgondɛ,ŋwanɛ,dʒinɛ,litɔlə,ntʃi,lintɔ,dʒolɛ,yoto,motɛ,mbulɛ,ʒelɛ,mika,makembɛ,?,?,?,ʃɔŋi,?,kondɛ,lobɛ,?,yalike,ɲɔ,likɔ,?,likɔku,yooʒɛ,ntʃele,dʒomu,bilalɛ,lelemi,liʃoŋɛ,yedi,biba,miʒale ,kodʒi,?,u-land-ɔkɔ,libadʒi,maŋgu,lipɛpɛ,mumwadʒi,muʒuʒu,kɛ,,"ALGAB, Collector: Pither Medjo Mve, Université Omar Bongo, Gabon"
C101_Babole_Ep,nyama,ebɔkɔ,mfilele,ekoto,?,ibumu,nɛnɛ,nyodi,twei,malongo,mokua,ibɛlɛ,tumbi,mŋwana,bwɛlɛ,fodi,tangyi,wei,mboko,ŋwei,itwei,dzei,ikyei,ingamba,diso ,?,kutwei,maadi,isola,yengu,nmoya,bokoni,nswe,itano,umvei,inei,ambea,mbodi,nse,nkundya,motu,woki,mvoyi,iseke,ndako,nzala,mokundu,bomi,ibɔngɔ,msɛndɔ,yebi,dzango,ekolo,?,mumbua,?,yɛdi,mona,nkombo,muntodzi,nkingo,molɔlɔ,dzolo,iyo,moto,ikolo,ndzela,ndzya,?,dzɛlɛ,yɛni,sindi,?,sembi,ekoto,bote,?,batulela,ndzo,ikɔngɔ,yibi,ibongoto,moi,mosingo,dzomi,isato,bolemu,dino,molangye,ibaye,miña,?,loowi,tumbodi,bita,mai,mompɛpɛ,mŋwadi,mvyokolo,?,,Leitch MF (1989) Langue et dialecte au sud du district d’Epena. SIL Electronic Survey Reports:58.
C101_Babole_Ma,nyama,eɔkɔ,bɔhutu,epola,?,dikundu,mungata,inyodi,towa,masei,ehese,diɛlɛ,bumba,mwana,etee,pomba,tanga,wa,inkɔti,nwa,ditoi,dza,dikei,ingamba,diso,?,kwa,madi,bonsala,ensuwɛ,mweya,ekoni,inswe,mitano,pɛtɛmɔ,minei,hambei,inta,inse,?,diyolo,oka,bosoa,dinseke,mokote,nzala,munsɔwu,oma,dingondzo,ingwala,lemba,bwangu,ekolo,?,mungila,bohele,sanza,muña,dina,intɔngu,nkingo,butu,mpemba,mɔhɔkɔ,moto,modzele,impei ,munsisa,?,munkwɛkwɛ,ɛnɛ,tinda,?,emba,ekɛtɛ,bwendo,?,dzue,indzɔ,dikɔngɔ,asa,ditale,mɔi,dzonga,dzomu,misato,lɔtɔkɔ,dino,mwete,miyenge,indziñɛ,?,loa,kakeke,bita,mai,munga,mwato,maka,?,,Leitch MF (1989) Langue et dialecte au sud du district d’Epena. SIL Electronic Survey Reports:58.
C101_Babole_Dz,nyama,ehɔkɔ,pwɛmbwɛle,ehoso,?,dikundu,mungata,inyɔdi,tɔhi,masei,ehese,dihɛlɛ,bumbi,mwana,etee,podi,tangi,wei,inkɔti,nwei,ditoi,dzei,dikei,ingamba,liso,?,kwei,maadi,bonsala,ensuwɛ,mweya,etabi,inswe,mitano,pɛtɛmɔi,minei,hambei,ntaa,nse,?,dimpɔkɔ,oki,?,dinkoti,mokote,nzaala,inzela,omi,?,ngwala,lembi,bwangu,ekolo,?,mungila,bohele,sanza,muña,dina,intɔngu,nkingo,butu,mpemba,mɔhɔkɔ,moto,modzele,mpei,munkanga,?,insenge,ɛni,tindi,?,yembi,ekɛtɛ,bwendo,?,dzuwe,indzɔ,dikɔngɔ,asi,dintuka,mɔi,dzonga,dzomu,misato,bolɛtoko,lino,mwete,mihɛnge,ingiñɛ,?,lohi,kakeikei,etumba,mai,munga,mwaato,maka,?,,Leitch MF (1989) Langue et dialecte au sud du district d’Epena. SIL Electronic Survey Reports:58.
C104_Aka,ɲàmà,bɔ́,sùvé,kókó,tàngé,ɛ̀ì,làí,ɲɔ̀dí,bònz-,àndá,kúà ,bɛlɛ́,sél- ,ánà,kùtú,yè-,táng-,wá ,mbóándé,nú,lóè,dì-,kɛ́í,ɔ́bɔ́,ísɔ̀,bòsò,kú-,bò-àdí,sálá ,tùkù,mu-íá,múíá,súè,tánò,pùmb-,á-ná,kì-,bɛ́lɛ́,vàsé,sùèí ,sókò ,ká-,lémà,sébá,bɔ́kɔ̀,nz̀a,kàtò,lá- ,bɔ́ngɔ́,báká ,pí- ,ángɔ̀,kò,bàè,sìdì,tò,sóngé,nùà,ínà,ɛ̀sɛ́,kíngó,bùtú,míɔ̀,é-mɔ̀tí,tò,mbúá,ndíá,ngìlì,kúá,kɛ́nzɛ́,tá-,tím-,sɔ́nì,lémb,kátá,nzàmbé,tɔ̀ngì,mú-è,nzɔ,kɔ̀ngɔ́,yíb-,bùè,ísé,mbàngú,kámɔ́,sátò,lémè,ínò,lé,báé,biɲɛ̀,mbókà,ló-,támbol ,bìtá,máì,vúngá,mo-étò,àká,tálè,,"Bahuchet S (unpublished) Encyclopédie des pygmées Aka III, Lexique alphabétique français-aka."
C105_Mbenga,ba-ny-ama,e-bɔ́kɔ,nj-utúlu,mposo,m-bét-u,li-bumu,-nɛ́nɛ,i-pulú,-tó-,makilá,nkúwa,li-bɛ́lɛ,-tumb-,mwána,ma.mpa.ta,-yá-,botángi,bowéi,ba-lí-m-bwa,bonyéi ,li-tói,-lɛ́-,líke,njɔku,l-íso,b-osó,-kpa,m-pɔ́ngɔ,lo-n-sálá,y-ɛ̌ngɔ,mwésá,lo-kóni,nsú,-tánu,-umb-o-,nei,-pá-,ntaba,mo-kili,nswě,mo-tó,-to-ók-,mo-téma,li-séké,ndáko,n-jala,ba-mi-n-cɔpɔ́,-boma,li-bɔ́ngɔ́,i-paká,boébi,lo-kásá,e-kolo,li-bale,mu.nda.nda,-eele,sánjá,mu-nɔkɔ,nkómbó,?,mo-síngo,Ø-kya,j-ólo,a wí,mo-to,bo.lɔ.bɔ,n-jelá,mu-n-kangá,mu-n-naná,j-ɛ́lɔ,-leend-,botómi,?,-émb-,lomposo,bo-lɔbɔ,?,mó-linga,n-jɔ,li-kɔngɔ,boíbi,li-bángá,mói,mosíngo,j-ómi,-sáto,lo-lému,l-íno,mw-eté,-balé,m-íny,m-bók-a,-ló-,-kɛ- ,e-tumb-a,m-ái,mu-m-pɛp-ɛ,mw-álí,ma-miɔ,ebendé,,Motingea Mangulu A & Bonzoi M (2008) Aux Sources du Lingala : Cas du Mbenga de Mankaza-Nouvel Anvers. African Study Monographs. Supplementary Issue. 38:1-93.
C141_Bonyala,ɲama,ɛbɔ́ɔ,pusúu,epa,obéé,mwɛ,ɔnɛ́,ɲɔsí,ibara,ãlóngó,lekúa,ibɛ́,itumba,mwána,ejí,ijaa,ɔcɛ́ɛ,owá,mbwándé,iɲwá,itwé,idzá,ikjɛ́,ndzɔu,dísi,eléngé,ibwa,ãwúra,lesá,lɛndzɔ́ndzi,míɲá,lekóɲi,swé,átááni,ohumba,ána,ɔpɛ́ɛ,jɛ́jɛ,sé,leswé,ibo,owóa,ɔ̃téma,icɛ́mbɛ,ndái,ndza,ɔ̃cɔβɔ́,oboma,ingɔ́ɔrɔ,ibáá,ijéwa,lekási,eko,iba,ndziá,ibaa,sándzá,ɔ̃nɔɔ,kómbó,itɔngí,kíngí,kwéle,pembá,ɔ̃hɔ́ɔ,moro,mbúá,ndziá,ɔ̃kangá,ɔ̃kwá,cambé,otáa,otínda,sɔ́ni,ijémba,ekóró,ikó,jilí,ndzúmbɛ́lɛ́,ndzɔ́,ikɔngɔ́,ojúa,pámi,mwésé,munga ,dzómi,ásáre,lelémi,dína,mweré,ába,ãndzíɲa,mbóa,ilwa,itámbila,etumba,máɲi,ɔ̃pɛpɛ,ojíri,maá,ebendé,,Collector: Guy N. Kouarata
C15_Bongili,ɲama,ebɔkɔ,misokele ~ miʃokole,eposo ~ epoʃo,?,mwɛ,monɛ,ɲodi,twa,malongo,mokwa,ibɛlɛ,tumbá,?,epepele,koya,?,kowe,mbwande bambwande,ɲwá,itwe,kodze ~ bodje,ikiɛ,?,ɗisɔ,?,?,mayita,iʃala,mondzandi,meya ~ mea,?,moswe,?,kowumbwe,?,kopɛ ~ bopɛ,?,ʃyɛ,hakí,mutu,bowale,motema,mwanga,?,?,?,koɓome,ingɔtɔ,?,koyebe,isála,ekolo makolo,ibale,mobwa,ɓole,wɔli,muna,kombo,?,kingo,boyi,dzolo,mɔkɔ ~ mɔ,moto,mbula,ndza,midi,?,dzɛlɔ,koyɛnɛ,?,?,ekoto,?,bilɔ,eki,djumbele ~ nzumbele,?,?,?,ikiɛlè,myese,modzɛlɛ,?,?,dia,dinɔ,molange,babale,?,?,?,kotambole,?,maya ,?,mwato,?,?,29.0,"Bastin Y, Coupez A, & Mann M (1999) Continuity and divergence in the Bantu languages: perspectives from a lexicostatistic study (Musée Royal de l’Afrique Centrale (MRAC), Annales, Série in-8°, Sciences humaines 162, Tervuren) p 225."
C21_Ngare,ɲama,ɛbɔ́ɣɔ,obvulú,epaa,ebéri,mwɛ,ɔnɛ́,ɲɔsí,ikwára,alóngó,okúa,ibɛ́ɛ,itumba,mwána,ibongi,ijaɣa,ibaa,iwáa,mbvándé,iɲwáa,itué,idzáa,ikɛ,ndzɔɣi,dísi,eléngé,ibva,awúra,icálá,indzóɲi,míá,ekóɲi,swé,ítááni,ihumba,ánaa,ipɛ́ɛ,jɛ́ɣi,cɛngɛ,isué,iboó,iwóɣa,otéma,icɛ́mbɛ,ndáɣe,ndzaa,ɔsɔβɔ́,iboma,ɛngɔ́rɔ,ibáɣá,ijéβa,ikási,ekwo,ibaa,ndziá,ibaɣa,sándzá,ɔnɔɣɔ,kómbó,ɔtɔngí,kíngí,ɔkwɔ,pembá,ɔhɔɔ́,moro,mbvúá,ndziá,okangá,okwá,dzɔ́lɔ,ijɛ́nɛ,itínda,sɔ́ni,ejémba,ekóró,ikwó,jilɔ́,ndzúmbúlɛ́,ɔsɛmɛ́,ikɔngɔ́,ijíβa,pámi,mwésé,okondó ,dzómi,ásáre,ilémi,dína,moré,ábaa,andzíɲɛ,poɣo,ilóɣa,ihémba,ɔmbɛɣɛ ,máa,ɔpɛpɛ,ojúru,maɣá,edunga,,Collector: Guy N. Kouarata
C22_Akwa,ɲama,ɛbɔ́gɔ,osubíri,epa,obégé,mwɛ,ɔnɛ́,ɲɔsí,ebara,alóngó,ejesé,ibɛ́,etumba,mwána,edíbá,eɲaa,ehiga,ewáa,mbvándé,eɲwáa,etúe,edzáa,ikjɛ,ndzɔgɔ,dísu,mbondzó,ekwésa,malí,lecálá,ɔngɔ,móɲá,okóɲi,ncú,atánu,ihumbwa,áni,ehá,jɛ́jɛ,cɛngɛ,ehú,murú,ebónda,otéma,lecɛ́mbɔ,ndágo,ndza,ɔsɔbɔ́,eboma,ingɔ́gɔrɔ,ibágá,edzegwa,okási,eko,iba,ndziá,móma,sándzá,mwanu,kómbó,ɔtɔngú,kíngú,ɔkɔ,mjó,ɔhɔɔ́,moro,mbvúá,ndzia,okangá,okwá,cambí,ɛbɔ́ɔ,etínda,sɔ́ni,ejémba,ekóró,ikoó,ngɔlí ,ndzúmbɛ́lɛ́,ndzɔ́,ikɔngɔ́,ejíba,pámu,ikánga,ongía ,dzómi,ásáro,olému,dína,opáná,ábaa,ndzíɲɛ,mbóga,esugja,ehémba,bidá,máa,engusi,mwá,magá,edunga,,Collector: Guy N. Kouarata
C24_Koyo ,ɲàmà,ɛ̀-bɔ́gɔ̀,ò-búlú ,è-pà,mbérɔ̀,ì-húndú,ɔnɛ́ ,ɲɔ̀sí,ì-bàrà,i-lóngó,lè-kúbè,ì-bɛ́ɛ̀,itumba,mw-ánà,ì-líbá,ì-jàgà,ì-tsɛ́gɛ̀,ì-wáà,mbwándé,ì-ɲwáà,ì-twéè,ì-ʤ̑áà,ì-kjɛ̀ɛ́,nʤ̑ɔ̀gù,l-ísù,è-léŋgé,ì-nùŋgwà,lè-póŋgì,lè-tsálá,lè-nʤ̑ɔ́nʤ̑ì,mj-á,lè-kóɲì,swé,í-tánò,-hùmbà,í-nà,ì-pɛ́ɛ̀,mbósì,lɛ-tsɛngɛ,lè-swèé,ì-bó,ì-wógà,ò-témà,tsɛ́mbɔ̀,ndágò,nʤ̑à,ɔ̀-sɔ̀bɔ́,ì-bòmà,ì-ŋgɔ́gɔ̀rɔ̀,ì-bágá,ì-jébà,lè-kásì,ɔ̀-mbɔ́ndɔ́,ì-bà,tsìjá,ibaɣa,tswéŋgé,ɔ̀-nɔ̀gɔ̀,kómbó,ɔ̀-tɔ̀ŋgú,kíŋgú,ɔ̀-kɔ̀,pèmbá,ɔ̀-hɔ̀gɔ́,moro,mbwá,n-dziyá,ò-kàŋgá,ò-kwá,ɔ̀-nʤ̑ɔ́ɔ̀,ì-táà,ì-tíndà,sɔ́nì,ì-jémbà,è-kóró,ì-kòó,tùá,nʤ̑úmbɛ́lɛ́,nʤ̑ɔ́,ì-kɔ̀ŋgɔ́,ì-jíbà,ì-kɛ́ɛ̀,ì-káŋgà,okondó,ʤ̑ómù,tsárò,lè-lémù,l-ínà,ì-búà,í-bàá,ì-nʤ̑íɲɛ̀,mbógà,ì-lwáà,i-hémba,bìrá,máà,è-pùbá,o-yúru,m-agá,elunga,,"Gazania R & Hyman LM (1996) Koyo, Available on CBOLD http://www.cbold.ish-lyon.cnrs.fr/ (last visit: 24-04-2011)."
C25_Mboshi,ɲama,ɛbɔɔ,lepusuu,epaa,obee,iɸundu,(ɔ)nɛ́ɛ ,ɲɔsi,ibara la mina,aloŋgo,lekuɸe,ibɛ,iboŋga ,mwana,eɸira,iyaa,itsɛɛ,iwa,mbwande,iɲwa,itswe,idza,ikyɛ,ndzoi,diisi,eleŋge,ibwa,awura,lɛsa,lendzondzi,miya,lekweɲi,swe,tani,iɸumba,na,ipɛ,mbosi,tsɛŋgɛ,leswe,ibo,iwoa,otema,tsɛmbɛ,ndɛi,ndza,ɔtyɔɸɔ,iboma,iŋgɔrɔ,ibaa,iyeɸa,lɛkasi,ɔmbɔndɔ,iba,ndziya,ibaa,sweŋgi,ɔnɔɔ,kombo,itɔŋgɔ,oŋgoŋga,kwele,pemba,ɸɔɔ,moro,mbuwa,ibo,ɔkaŋga,ɔkwa,asɛsɛŋgɛ,ita,?,sɔni,iyemba,ekoro,ikwe,ɸili,ndzumbɛlɛ,ndzɔ,ikɔŋgɔ,iyiɸa,ibwe,mwese,mu-ŋga,dzomi,sare,lelemi,diina,mwere,baa,?,mboa,iloa,iɸyemba,bira,maa,epuɸɛ,oyiri,?,eduŋga,,"Collectors: Lolke van der Veen, Laboratoire Dynamique du Langage, Lyon and Louise Fontaney"
C25A_Bunji,ɲama,ɛbɔ́ɔ,obvulú,ɛpaa,obéé,ifúndú,ɔnɛ́,ɲɔsí,ibala,alóngó,eβesé,ibɛ́ɛ,itumba,mwána,ejíílá,ijaa,ibaa,iwáa,mbvándé,iɲwáa,itúe,idzáa,ikjɛ,ndzɔi,dísi,eléngé,ibva,awúra,lɛcálá,lendzóndzi,míá,lekóɲi,swé,átááni,ifumbaa,ánaa,ipɛ́ɛ,jɛ́jɛɛ́,cé,lesué,iboó,ibóndaa,otéma,lɛcɛ́mbɛ,ndée,ndzaa,ɔsɔβɔ́,iboma,ingɔ́lɔ,ibáá,ijéβa,lɛkási,ekoo,ibaa,ndziá,ibaa,swéngé,ɔnɔɔ,kómbó,ɔtɔngí,kíngí,kóli,pembá,ɔpɔɔ́,moro,mbvúá,kóó,ɔkangá,ɔkwá,cɛngɛ,itáa,itínda,sɔ́ni,ijémba,ekóró,ikoó,fulú,ndzúβúlɛ́,ndzɔ́,ikɔngɔ́,ijíβa,pámi,mwésé,okondó ,dzómi,ásáre,lelémi,dína,mwelé,ábaá,andzíɲɛ,poo,ilúa,iβémba,birá,máa,ɔpɛpɛ ,ojúlu,maaɣá,edunga,,Collector: Guy N. Kouarata
C25B_Olee,ɲama,ɛbɔ́ɔ,obulú,epa,obéé,iɸúndú,ɔnɛ́,ɲɔsí,ibara,alóngó,lɛkúɸɛ,ibɛ́,itumba,mwána,eφíírá,ijaa,icɛ́,iwá,mbwándé,iɲwá,icwé,idzáa,ikjɛ,ndzɔi,dísi,eléngé,ibwa,awúra,lesálá,lɛndzɔ́ndzi,míá,lekwéɲi,swé,átááni,iɸumba,ána,ipɛ́,jɛ́jɛ,sé,leswe,ibo,ibónda,otéma,lɛcɛ́mbɛ,ndɛ́i,ndza,ɔsɔɸɔ́,iboma,ingɔ́rɔ,ibáá,ijéɸa,lekási,ekwe,iba,ndziá,ibaa,swéngé,ɔnɔ,kómbó,ɔtɔngí,kíngí,kwéle,pembá,ɔɸɔɔ́,moro,mbúá,anɛ́,okangá,okwá,cambí,itá,itínda,sɔ́ni,ijémba,ekóró,ikwe,ɸilí,ndzúmbɛ́lɛ́,ndzɔ́,ikɔngɔ́,ijíɸa,pámi,mwésé,okondó ,dzómi,ásáre,lelémi,dína,mweré,ába,andzíɲa,mbóa,ilúa,iɸémba,birá,máa,engusu,ojíri,maaɣá,edunga,,Collector: Guy N. Kouarata
C25C_Ondinga,ɲama,ɛbɔ́ɔ (main),obulú ,ɛpaa,obéé,ifúndú,ɔnɛ́ɛ,ɲɔsí,ibara,alóŋgó,eβesé,ibɛ́ɛ,itumba,?,eβíírá,ijaa,icɛ́ɛ,iwáa,mbwándé,iɲwáa,icwé,idzáa,ikjɛ,ndzɔi,dísi,eléngé,ibwa,awúra,lɛcálá,lɛndzɔ́ndzi ,míá,lekóɲi,swé,átááni,iβumba,ánaa,ipɛ́ɛ,mbósi,sé,swe,iboó,ibónda,otéma,icɛ́mbɛ,ndée ,dzaa,ɔsɔβɔ́,iboma,iŋgɔ́rɔ,ibáá,ijéβa,lɛkási,ekwe,iba,ndziá,ibaa,swéngé,ɔnɔɔ,kómbó,ɔtɔŋgí,kíŋgí,kóli,pembá,ɔβɔɔ́,moro,mbúá,kílíbongo,ɔkangá,ɔkwá,dzɛ́lɛ,itáa,itínda,sɔ́ni,ijémba,ekárá,ikwe,βilí,ndzúmbúlɛ́,ndzɔ́,ikɔngɔ́,ijíβa,ibwe,búsá,okondó,dzómi,ásáre,lelémi,dína,moré,ábaá,andzíɲɛ,mbóa,ilúa,iβémba,birá,máa,engusu,ojíri,maká,edunga,,"Kouarata GN (2005) Les variations dans la langue Mbochi (C24) - Les variations phoniques. Mémoire pour l’obtention du Diplôme d’Etudes Approfondies (DEA) de Linguistique (Université Marien Ngouabi, Brazzaville Congo)"
C25E_Eboyi,ɲama,ɛbɔ́ɔ,obulúu,epaa,obéé,mwɛ,ɔnɛ́,ɲɔsí,ibara,alóngó,lekúbɛ,ibɛ́ɛ,itumba,mwána,elíba,ijaa,icɛ́ɛ,iwáa,mbwándé,iɲwá,itúe,idzáa,ikjɛ,ndzɔu,lísu,eléngé,ibwa,malí,lecálá,lɛndzɔ́ndzi,míá,lekóɲi,swé,itáno,ihumba,ána,ipɛ́ɛ,jɛ́jɛ,cé,lesué,iboó,iwóa,otéma,cɛ́mbɔ,ndáo,ndza,ɔcɔbɔ́,iboma,ingɔ́ɔrɔ,ibáá,ijéba,lekási,eko,iba,ciá,ibaa,cóngé,ɔnɔɔ,kómbó,ɔtɔngú,kíngú,ɔkɔ,pembá,ɔhɔɔ́,moro,mbúá,kóó,okangá,okwá,cɛngɛ,itáa,itínda,sɔ́ni,ijémba,ekóró,iko,tuá,ndzúmbɛ́lɛ́,ndzɔ́,ikɔngɔ́,ijíba,pámu,mwésé,okondó ,dzómu,ásáro,lelému,lína,mweré,ábaá,andzíɲɛ,mbóa,ilóa,ihémba,birá,máa,ɔpɛpɛ ,ojúru,maá,elunga,,Collector: Guy N. Kouarata
C322_Zamba,múnsùnì ,ebɔ̀kɔ̀,mpùtùlù ,ékòtò,?,lí-búmú,nɛ̀nɛ̀,n-yɔ̀zì,l-óswà,ma-lóngó ,mókwà:,mábɛ̀lɛ̀,-zík-,?,li-mpata,ló-yà,?,-wá-,m:và,lòŋwá ,lítǒi,ló-zà:,líkěi,?,z-íyò,?,?,m-útá ,zǎ:là,y-ɛ̀ngù,ŋw-èyà,?,nswè,?,wó-humb-i,?,lé:zà,?,z-ɔ̀mbí,músùwè,m-òtó,l-ǒo:k-à,mótèmà ,z-é:kè,?,?,?,ló-bòm-à,líbɔ̀ngɔ̀,?,lé:bà,lókàsà,e-kolo,líbálé,mú-mvà:,wèlé,sànzà,m-únà,n-kómbò,?,tùkù,b-ùtù,z-òlò,mɔ̀:,mótò,mbúlà,nzélà,mókàngà,?,z-ɛ́lò,lɛ̌nè,?,?,e-koto,?,e-búmú,-`nkì,n-zìmbèlè,?,?,?,?,m-ǒi,mǒ-ingò,?,?,lólémù,z-ínò,ŋw-ètè,bàlè,?,?,?,-wa-,?,m-ǎi,?,ŋwàzì,?,?,30.0,"Bastin Y, Coupez A, & Mann M (1999) Continuity and divergence in the Bantu languages: perspectives from a lexicostatistic study (Musée Royal de l’Afrique Centrale (MRAC), Annales, Série in-8°, Sciences humaines 162, Tervuren) p 225."
C323_Mpama,mosuní ,lɔbɔ́kɔ,tsweléké,umposo wa mwete,?,moyi,-nɛ́,ngɔli,-twé,alóngo,okwá,ibɛlɛ,-diká,?,ikonzi,-yé,?,-wá,mbwá,-nwá,litói,-zá,unkélé,?,disú,?,?,muúta,isálá,nsɛ́t1e,méyá,?,nsú,?,-yumbwá,?,-pɛ,?,nsé,ntswé,mutú,-yokétéká,olóko,aséké,?,?,?,-bomá,ibɔngo,?,-yéba,ikásí,lokolo,ibale,ombwá,mwele,ɛyɛ́li,munya,dína,?,nkíngó,ekó,zólo,-oyo,moto,mpɔ́lí,nzá,ntína,?,zelɔ,-ɛ́nɛ́,?,?,mposo,?,etɔ́lɔ́,-kiki,ndúmbélé,?,?,?,ikenzɛkɛ,mwese,zéla,?,?,lolémo,dino,mweté,-balé,?,?,?,-tambola,?,máyi,?,mwá mwále,?,?,29.0,"Bastin Y, Coupez A, & Mann M (1999) Continuity and divergence in the Bantu languages: perspectives from a lexicostatistic study (Musée Royal de l’Afrique Centrale (MRAC), Annales, Série in-8°, Sciences humaines 162, Tervuren) p 225."
